_id,AC No,AC Name,Sl no,Candidate,Party,EVM Votes,Postal Votes,Total Votes,Vote Share (%)
956,59,RAMTEK,5,PANKAJ SEVAKRAM MASURKAR,Hindustan Janta Party,92,0,92,0.04
957,59,RAMTEK,6,PRADIP NARAYAN SALVE,Bhim Sena,65,1,66,0.03
958,59,RAMTEK,7,BAWANKULE RAJENDRA BHIMRAO SHAHIR,Rashtriya Gondvana Party,187,2,189,0.09
959,59,RAMTEK,8,VISHESH VASANTA FUTANE,Bahujan Republican  Socialist Party,218,6,224,0.11
960,59,RAMTEK,9,AMBADE PRAFULLA PREMDAS,Independent,738,6,744,0.36
961,59,RAMTEK,10,CHANDRAPAL NATHUSAO CHOUKASEY,Independent,3228,26,3254,1.57
962,59,RAMTEK,11,PUKRAJ KRUSHNAJI KAMDE,Independent,175,1,176,0.08
963,59,RAMTEK,12,MANOJ KOTHUJI BAWANE,Independent,820,3,823,0.4
964,59,RAMTEK,13,RAJENDRA BHAURAO MULAK,Independent,80700,712,81412,39.24
965,59,RAMTEK,14,RAMESHWAR MANGALJI INWATE,Independent,269,4,273,0.13
966,59,RAMTEK,15,ROSHAN RUPCHAND GADE,Independent,278,0,278,0.13
967,59,RAMTEK,16,VIJAY NATTHUJI HATWAR,Independent,1587,5,1592,0.77
968,59,RAMTEK,17,SACHIN MAROTRAO KIRPAN,Independent,1532,12,1544,0.74
969,59,RAMTEK,18,NOTA,None of the Above,553,9,562,0.27
970,60,TUMSAR,1,KAREMORE RAJU MANIKRAO,Nationalist Congress Party,134732,1081,135813,58.61
971,60,TUMSAR,2,CHARAN SOVINDA WAGHMARE,Nationalist Congress Party- Sharadchandra Pawar,70802,706,71508,30.86
972,60,TUMSAR,3,BORKAR YADORAO LALAJI,Bahujan Samaj Party,4048,49,4097,1.77
973,60,TUMSAR,4,BIRANWARE LILADHAR ONKARLAL,Lok Swarajya Party,196,5,201,0.09
974,60,TUMSAR,5,BHAGWAN BHAYYA BHONDE,Vanchit Bahujan  Aaghadi,891,19,910,0.39
975,60,TUMSAR,6,SUDESH KARTIK BANSOD,Apni Prajahit Party,163,2,165,0.07
976,60,TUMSAR,7,SEVAKBHAU WAGHAYE PATIL,Prahar Janshakti Party,1367,10,1377,0.59
977,60,TUMSAR,8,AVINASH MAHADEO SONWANE,Independent,3597,16,3613,1.56
978,60,TUMSAR,9,AGASHE ANKIT DEVDAS,Independent,786,4,790,0.34
979,60,TUMSAR,10,KAMALESH RATIRAM BAWANKULE,Independent,116,2,118,0.05
980,60,TUMSAR,11,KHOBRAGADE RAMESH JIWALANG,Independent,201,2,203,0.09
981,60,TUMSAR,12,GIRIDHAR SHAMRAO KHALODE,Independent,102,2,104,0.04
982,60,TUMSAR,13,JAGDISH TREMBAK NIMAJE,Independent,250,1,251,0.11
983,60,TUMSAR,14,THAKCHAND ATMARAM MUNGUSMARE,Independent,5463,22,5485,2.37
984,60,TUMSAR,15,DHANENDRA BALVIR TURKAR,Independent,1880,50,1930,0.83
985,60,TUMSAR,16,LAXMISHANKAR GANPAT CHAUDHARI,Independent,875,1,876,0.38
986,60,TUMSAR,17,WAGHAMARE SHIVCHARAN PREMLAL,Independent,2335,5,2340,1.01
987,60,TUMSAR,18,SANJU SHARAD BANGALKAR,Independent,877,2,879,0.38
988,60,TUMSAR,19,NOTA,None of the Above,1017,31,1048,0.45
989,61,BHANDARA,1,DR. ASHWINI LANDGE (GAJBHIYE),Maharashtra Navnirman sena,905,20,925,0.35
990,61,BHANDARA,2,PUJA GANESH (BALU) THAVAKAR,Indian National Congress,87864,1653,89517,34.17
991,61,BHANDARA,3,BALAK EKANATH GAJBHIYE,Bahujan Samaj Party,4972,69,5041,1.92
992,61,BHANDARA,4,BHONDEKAR NARENDRA BHOJRAJ,Shiv Sena,126516,1368,127884,48.82
993,61,BHANDARA,5,ARUN JADHO GONDANE,Vanchit Bahujan  Aaghadi,3103,45,3148,1.2
994,61,BHANDARA,6,DR. BANDU BABURAO MESHRAM,Peoples Party of India (Democratic),380,15,395,0.15
995,61,BHANDARA,7,BHAOSAGAR SURESH MAROTI,Lok Swarajya Party,170,6,176,0.07
996,61,BHANDARA,8,MOTGHARE SURESH BAJIRAO,Bahujan Republican  Socialist Party,431,10,441,0.17
997,61,BHANDARA,9,VISARJAN SAJJAN CHAUSARE,Bharatiya Yuva Jan Ekta Party,134,0,134,0.05
998,61,BHANDARA,10,ATUL ASHOK LONARE,Independent,193,0,193,0.07
999,61,BHANDARA,11,KAPIL SADALAL BHONDEKAR,Independent,313,12,325,0.12
1000,61,BHANDARA,12,DIPAK TARACHAND GAJBHIYE,Independent,324,3,327,0.12
1001,61,BHANDARA,13,DEVANGANA VIJAY GADHAVE,Independent,1971,13,1984,0.76
1002,61,BHANDARA,14,NARENDRA SHANKARRAO PAHADE,Independent,23881,315,24196,9.24
1003,61,BHANDARA,15,NISHANT RATAN SUKHADEVE,Independent,645,6,651,0.25
1004,61,BHANDARA,16,PREMSAGAR NILKANTH GANVIR,Independent,2993,67,3060,1.17
1005,61,BHANDARA,17,MANOHAR SHIOPRASAD KHAROLE,Independent,341,3,344,0.13
1006,61,BHANDARA,18,MAYUR DADA JANBANDHU,Independent,652,0,652,0.25
1007,61,BHANDARA,19,RANGARI MUKESH RUPCHAND,Independent,224,0,224,0.09
1008,61,BHANDARA,20,NOTA,None of the Above,2292,62,2354,0.9
1009,62,SAKOLI,1,AVINASH ANANDRAO BRAHMANKAR,Bharatiya Janata Party,95860,727,96587,41
1010,62,SAKOLI,2,NANABHAU FALGUNRAO PATOLE,Indian National Congress,95202,1593,96795,41.08
1011,62,SAKOLI,3,ROSHAN BABURAO FULE,Bahujan Samaj Party,5967,70,6037,2.56
1012,62,SAKOLI,4,DR. AVINASH RAGHUNATH NANHE,Vanchit Bahujan  Aaghadi,11039,149,11188,4.75
1013,62,SAKOLI,5,GOVINDRAO KRUSHNAJI BRAHMANKAR,Lok Swarajya Party,314,1,315,0.13
1014,62,SAKOLI,6,DIKSHA MORESHWAR BODELE,Bahujan Republican  Socialist Party,218,1,219,0.09
1015,62,SAKOLI,7,NARESH BALKRUSHNA GAJBHIYE,Peoples Party of India (Democratic),357,2,359,0.15
1016,62,SAKOLI,8,ASHOK SADASHIV PATLE,Independent,3612,22,3634,1.54
1017,62,SAKOLI,9,CHHAGANLAL NARAYANJI RAMTEKE,Independent,101,3,104,0.04
1018,62,SAKOLI,10,BHOJRAJ RAMDAS GABHANE,Independent,265,2,267,0.11
1019,62,SAKOLI,11,ROHAN HARIDAS SONPIMPLE,Independent,159,1,160,0.07
1020,62,SAKOLI,12,SHRIKANT KARU BARSAGADE,Independent,285,1,286,0.12
1021,62,SAKOLI,13,DR. SOMADATTA BRAHMANAND KARANJEKAR,Independent,17955,354,18309,7.77
1022,62,SAKOLI,14,NOTA,None of the Above,1305,35,1340,0.57
1023,63,ARJUNI MORGAON,1,BADOLE RAJKUMAR SUDAM,Nationalist Congress Party,81855,651,82506,45.04
1024,63,ARJUNI MORGAON,2,BANSOD DILIP WAMAN,Indian National Congress,65256,835,66091,36.08
1025,63,ARJUNI MORGAON,3,BHAVESH UTTAM KUMBHARE,Maharashtra Navnirman sena,543,12,555,0.3
1026,63,ARJUNI MORGAON,4,SACHINKUMAR NANDGAYE,Bahujan Samaj Party,1438,30,1468,0.8
1027,63,ARJUNI MORGAON,5,ANIL RAVISHANKAR RAUT,Hamar Raj Party,89,1,90,0.05
1028,63,ARJUNI MORGAON,6,KASHYAP BHIMRAO MESHRAM,Peoples Party of India (Democratic),213,1,214,0.12
1029,63,ARJUNI MORGAON,7,CHANDRIKAPURE SUGAT MANOHAR,Prahar Janshakti Party,15264,164,15428,8.42
1030,63,ARJUNI MORGAON,8,DINESH RAMRATAN PANCHABHAI,Vanchit Bahujan  Aaghadi,5395,58,5453,2.98
1031,63,ARJUNI MORGAON,9,AJAY SURESH BADOLE,Independent,225,2,227,0.12
1032,63,ARJUNI MORGAON,10,AJAY SAMBHAJI LANJEWAR,Independent,4685,59,4744,2.59
1033,63,ARJUNI MORGAON,11,ANILKUMAR PREMLAL MESHRAM,Independent,134,0,134,0.07
1034,63,ARJUNI MORGAON,12,KETAN ASARAM MESHRAM,Independent,395,9,404,0.22
1035,63,ARJUNI MORGAON,13,KHAROLE ENG. SUJIT VIKRAM,Independent,983,2,985,0.54
1036,63,ARJUNI MORGAON,14,NITA NILKANTH SAKHARE,Independent,436,3,439,0.24
1037,63,ARJUNI MORGAON,15,NITESH ANIL BORKAR,Independent,866,0,866,0.47
1038,63,ARJUNI MORGAON,16,PRAFUL THAMKE,Independent,705,0,705,0.38
1039,63,ARJUNI MORGAON,17,DR. BABAN RAMDAS KAMBLE,Independent,1027,0,1027,0.56
1040,63,ARJUNI MORGAON,18,RATNADEEP SUKHADEO DAHIWALE,Independent,923,25,948,0.52
1041,63,ARJUNI MORGAON,19,RAJENDRA KASHINATH TEMBHURNE,Independent,93,1,94,0.05
1042,63,ARJUNI MORGAON,20,NOTA,None of the Above,761,40,801,0.44
1043,64,TIRORA,1,CHAMPALAL DASHRATH SATHAWANE,Bahujan Samaj Party,1540,29,1569,0.88
1044,64,TIRORA,2,RAVIKANT KHUSHAL BOPCHE (GUDDU),Nationalist Congress Party- Sharadchandra Pawar,59642,656,60298,33.83
1045,64,TIRORA,3,VIJAY BHARATLAL RAHANGDALE,Bharatiya Janata Party,102313,671,102984,57.78
1046,64,TIRORA,4,ATUL MURLIDHAR GAJBHIYE,Vanchit Bahujan  Aaghadi,1746,40,1786,1
1047,64,TIRORA,5,DINESH DUDHARAM TEKAM,Janseva Gondwana Party,313,6,319,0.18
1048,64,TIRORA,6,PRATAP TILAKCHAND PATLE,Sambhaji Brigade Party,968,4,972,0.55
1049,64,TIRORA,7,RAVINDRA DILIP SOYAM,Peoples Union Party,2443,5,2448,1.37
1050,64,TIRORA,8,RAJESH MADHORAO AMBEDARE,Bahujan Republican  Socialist Party,147,4,151,0.08
1051,64,TIRORA,9,AJAY VISHWANATH ANJANKAR,Independent,82,1,83,0.05
1052,64,TIRORA,10,KOSARKAR KHUSHAL DEWAJI,Independent,252,3,255,0.14
1053,64,TIRORA,11,GAJBHIYE KAILASH BUDHARAM,Independent,81,0,81,0.05
1054,64,TIRORA,12,DONGRE MANOJ YOURAJ,Independent,701,7,708,0.4
1055,64,TIRORA,13,TAYWADE RAJESHKUMAR MAYARAM,Independent,203,1,204,0.11
1056,64,TIRORA,14,NARENDRAKUMAR GANPATRAO RAHANGDALE,Independent,486,2,488,0.27
1057,64,TIRORA,15,NITESH SHALIKRAM KHOBRAGADE,Independent,2104,7,2111,1.18
1058,64,TIRORA,16,NIRAJKUMAR BHUMESHWAR MISHRA,Independent,349,2,351,0.2
1059,64,TIRORA,17,NILESH PRADEEP RODGE,Independent,162,1,163,0.09
1060,64,TIRORA,18,RAJENDRA DAMODAR BONDRE,Independent,778,1,779,0.44
1061,64,TIRORA,19,VANITA (KAJU) BENILAL THAKARE,Independent,1147,8,1155,0.65
1062,64,TIRORA,20,SURESH DADUJI TEMBHARE,Independent,241,2,243,0.14
1063,64,TIRORA,21,SONU. R. TEMBHEKAR,Independent,329,3,332,0.19
1064,64,TIRORA,22,NOTA,None of the Above,724,23,747,0.42
1065,65,GONDIYA,1,AGRAWAL GOPALDAS SHANKARLAL,Indian National Congress,80432,972,81404,34.84
1066,65,GONDIYA,2,AGRAWAL VINOD,Bharatiya Janata Party,141896,1116,143012,61.21
1067,65,GONDIYA,3,NARENDRA SUHAGAN MESHRAM,Bahujan Samaj Party,4299,87,4386,1.88
1068,65,GONDIYA,4,SURESH RAMANKUMAR CHAUDHARY,Maharashtra Navnirman sena,496,17,513,0.22
1069,65,GONDIYA,5,RAJESHKUMAR HANVATLAL DOYE,Right to Recall Party,64,0,64,0.03
1070,65,GONDIYA,6,SATISH SADARAM BANSOD,Vanchit Bahujan  Aaghadi,1005,36,1041,0.45
1071,65,GONDIYA,7,ARUN NAGORAO GAJBHIYE,Independent,83,0,83,0.04
1072,65,GONDIYA,8,OMPRAKASH SOMAJI RAHANGDALE,Independent,63,1,64,0.03
1073,65,GONDIYA,9,GOVIND RAMDAS TIDKE,Independent,111,1,112,0.05
1074,65,GONDIYA,10,CHANDRASHEKHAR(BALU)  LICHADE,Independent,291,10,301,0.13
1075,65,GONDIYA,11,DURGESH BISEN,Independent,148,2,150,0.06
1076,65,GONDIYA,12,NAGESHWAR RAJESH DUBEY,Independent,194,0,194,0.08
1077,65,GONDIYA,13,DR. BADOLE VINOD KASHIRAMJI,Independent,104,0,104,0.04
1078,65,GONDIYA,14,SURESH DADUJI TEMBHARE,Independent,191,1,192,0.08
1079,65,GONDIYA,15,SANTOSH BALIRAM LAXANE,Independent,567,0,567,0.24
1080,65,GONDIYA,16,NOTA,None of the Above,1441,30,1471,0.63
1081,66,AMGAON,1,DILIP RAMADHIN JULA,Bahujan Samaj Party,1547,22,1569,0.8
1082,66,AMGAON,2,RAJKUMAR LOTUJI PURAM,Indian National Congress,76293,1109,77402,39.24
1083,66,AMGAON,3,SANJAY PURAM,Bharatiya Janata Party,109309,814,110123,55.83
1084,66,AMGAON,4,DEVAVILAS TULARAM BHOGARE,Rashtriya Gondvana Party,2677,29,2706,1.37
1085,66,AMGAON,5,NIKESH JHADU GAWAD,Vanchit Bahujan  Aaghadi,1373,28,1401,0.71
1086,66,AMGAON,6,WAMAN PUNESHWAR SHELMAKE,Bahujan Republican  Socialist Party,278,2,280,0.14
1087,66,AMGAON,7,CHAKATE VILAS PANDHARI,Independent,409,1,410,0.21
1088,66,AMGAON,8,YASHWANT ANTARAM MALAYE,Independent,1144,22,1166,0.59
1089,66,AMGAON,9,SHANKARLAL GUNEJI MADAVI,Independent,983,23,1006,0.51
1090,66,AMGAON,10,NOTA,None of the Above,1174,20,1194,0.61
1091,67,ARMORI,1,ANIL (KRANTI) TULARAM KERAMI,Bahujan Samaj Party,3405,33,3438,1.69
1092,67,ARMORI,2,KRUSHNA DAMAJI GAJBE,Bharatiya Janata Party,91769,530,92299,45.4
1093,67,ARMORI,3,RAMDAS MALUJI MASRAM,Indian National Congress,97551,958,98509,48.46
1094,67,ARMORI,4,CHETAN NEVASHA KATENGE,Aazad Samaj Party (Kanshi Ram),1914,13,1927,0.95
1095,67,ARMORI,5,MOHANDAS GANPAT PURAM,Vanchit Bahujan  Aaghadi,1784,24,1808,0.89
1096,67,ARMORI,6,ANANDRAO GANGARAM GEDAM,Independent,1932,22,1954,0.96
1097,67,ARMORI,7,KHEMRAJ BHAU  NEWARE,Independent,739,6,745,0.37
1098,67,ARMORI,8,DR. SHILU CHIMURKAR PENDAM,Independent,849,5,854,0.42
1099,67,ARMORI,9,NOTA,None of the Above,1745,17,1762,0.87
1100,68,GADCHIROLI,1,MANOHAR TULSHIRAM PORETI,Indian National Congress,99841,1194,101035,43.49
1101,68,GADCHIROLI,2,DR. MILIND RAMJI NAROTE,Bharatiya Janata Party,115787,753,116540,50.16
1102,68,GADCHIROLI,3,SANJAY SUBHASH KUMRE,Bahujan Samaj Party,3193,48,3241,1.4
1103,68,GADCHIROLI,4,JAYASHRI VIJAY VELADA,Peasants And Workers Party of India,3339,23,3362,1.45
1104,68,GADCHIROLI,5,BHARAT MANGARUJI YERME,Vanchit Bahujan  Aaghadi,1812,40,1852,0.8
1105,68,GADCHIROLI,6,YOGESH BAJIRAON KUMARE,Gondvana Gantantra Party,474,6,480,0.21
1106,68,GADCHIROLI,7,DIWAKAR GULAB PENDAM,Independent,666,7,673,0.29
1107,68,GADCHIROLI,8,BALKRISHNA WANGNUJI SAWSAKADE,Independent,758,10,768,0.33
1108,68,GADCHIROLI,9,DR. SONAL CHETAN KOWE,Independent,1516,36,1552,0.67
1109,68,GADCHIROLI,10,NOTA,None of the Above,2788,29,2817,1.21
1110,69,AHERI,1,ATRAM DHARAMRAOBABA BHAGWANTRAO,Nationalist Congress Party,53978,228,54206,29.16
1111,69,AHERI,2,ATRAM BHAGYASHREE DHARAMRAOBABA,Nationalist Congress Party- Sharadchandra Pawar,35569,196,35765,19.24
1112,69,AHERI,3,RAMESH VELLA GAWADE,Bahujan Samaj Party,2653,21,2674,1.44
1113,69,AHERI,4,SANDIP MAROTI KORET,Maharashtra Navnirman sena,2960,33,2993,1.61
1114,69,AHERI,5,NITA PENTAJI TALANDI,Prahar Janshakti Party,1206,8,1214,0.65
1115,69,AHERI,6,ATRAM DEEPAK DADA,Independent,6551,55,6606,3.55
1116,69,AHERI,7,KUMRAM MAHESH JAYRAM,Independent,1111,1,1112,0.6
1117,69,AHERI,8,GEDAM SAILESH BICHCHU,Independent,1337,2,1339,0.72
1118,69,AHERI,9,NITIN DADA PADA,Independent,5638,10,5648,3.04
1119,69,AHERI,10,RAJE AMBRISH RAO RAJE SATYAVANRAO ATRAM,Independent,37121,271,37392,20.12
1120,69,AHERI,11,LEKHAMI BHAGYASHRI MANOHAR,Independent,3898,4,3902,2.1
1121,69,AHERI,12,HANMANTU GANGARAM MADAVI,Independent,27034,154,27188,14.63
1122,69,AHERI,13,NOTA,None of the Above,5813,12,5825,3.13
1123,70,RAJURA,1,ABHAY MAROTI DONGRE,Bahujan Samaj Party,1153,20,1173,0.49
1124,70,RAJURA,2,DEORAO VITHOBA BHONGLE,Bharatiya Janata Party,72512,370,72882,30.53
1125,70,RAJURA,3,DHOTE SUBHASH RAMCHANDRARAO,Indian National Congress,68862,966,69828,29.25
1126,70,RAJURA,4,SACHIN BAPURAO BHOYAR,Maharashtra Navnirman sena,4233,19,4252,1.78
1127,70,RAJURA,5,GAJANAN GODRU PATIL JUMNAKE,Gondvana Gantantra Party,28351,178,28529,11.95
1128,70,RAJURA,6,ADV CHATAP WAMANRAO SADASHIV,Swatantra Bharat Paksha,54498,592,55090,23.08
1129,70,RAJURA,7,PRIYA BANDU KHADE,Republican Party of India (A),596,4,600,0.25
1130,70,RAJURA,8,BHUSHAN MADHUKARRAO FUSE,Sambhaji Brigade Party,824,10,834,0.35
1131,70,RAJURA,9,MANGESH HIRAMAN GEDAM,Peoples Party of India (Democratic),450,9,459,0.19
1132,70,RAJURA,10,KIRAN GANGADHAR GEDAM,Independent,587,3,590,0.25
1133,70,RAJURA,11,KUMARE PRAVIN RAMRAO,Independent,892,4,896,0.38
1134,70,RAJURA,12,CHITRALEKHA KALIDAS DHANDRE (CHAPLE),Independent,640,4,644,0.27
1135,70,RAJURA,13,NINAD CHANDRAPRAKASH BORKAR,Independent,1227,4,1231,0.52
1136,70,RAJURA,14,PRAVIN RAMDAS SATPADE,Independent,669,1,670,0.28
1137,70,RAJURA,15,NOTA,None of the Above,1018,18,1036,0.43
1138,71,CHANDRAPUR,1,JORGEWAR KISHOR GAJANAN,Bharatiya Janata Party,105681,1160,106841,48.67
1139,71,CHANDRAPUR,2,PRAVIN NANAJI PADWEKAR,Indian National Congress,82798,1239,84037,38.28
1140,71,CHANDRAPUR,3,MANOJ GOPICHAND LADE,Bahujan Samaj Party,1851,40,1891,0.86
1141,71,CHANDRAPUR,4,NABHA SANDIP WAGHMARE,Peoples Party of India (Democratic),464,8,472,0.22
1142,71,CHANDRAPUR,5,RAJESH BHIMRAO GHUTKE,Vikas India Party,227,1,228,0.1
1143,71,CHANDRAPUR,6,DNYANESHWAR EKNATH NAGRALE,Republican Party of India (A),226,2,228,0.1
1144,71,CHANDRAPUR,7,ANAND SURESHRAO INGLE,Independent,235,0,235,0.11
1145,71,CHANDRAPUR,8,PRAKASH UDHAORAO TAKSANDE,Independent,117,1,118,0.05
1146,71,CHANDRAPUR,9,DR PRAKASH SHANKAR RAMTEKE,Independent,234,2,236,0.11
1147,71,CHANDRAPUR,10,BRIJBHUSHAN MAHADEO PAZARE,Independent,14422,176,14598,6.65
1148,71,CHANDRAPUR,11,BHANESH RAJAM MATHANGI,Independent,202,4,206,0.09
1149,71,CHANDRAPUR,12,MILIND PRALHAD DAHIWALE,Independent,527,5,532,0.24
1150,71,CHANDRAPUR,13,RATAN PRALHAD GAIKAWAD,Independent,724,3,727,0.33
1151,71,CHANDRAPUR,14,RAJU CHINNAYYA ZODE,Independent,5574,137,5711,2.6
1152,71,CHANDRAPUR,15,VINOD KAWADUJI KHOBRAGADE,Independent,378,3,381,0.17
1153,71,CHANDRAPUR,16,SURESH MALHARI PAIKRAO,Independent,824,3,827,0.38
1154,71,CHANDRAPUR,17,NOTA,None of the Above,2208,47,2255,1.03
1155,72,BALLARPUR,1,MUNGANTIWAR SUDHIR SACCHIDANAND,Bharatiya Janata Party,105227,742,105969,48.23
1156,72,BALLARPUR,2,RAWAT SANTOSHSINGH CHANDANSINGH,Indian National Congress,79236,748,79984,36.41
1157,72,BALLARPUR,3,UMESH RAJESHWAR SHENDE,Peoples Party of India (Democratic),725,5,730,0.33
1158,72,BALLARPUR,4,BHARAT SOMAJI THULKAR,All Indian Republican Party,280,3,283,0.13
1159,72,BALLARPUR,5,MANOJ DHARMA ATRAM,Gondvana Gantantra Party,648,8,656,0.3
1160,72,BALLARPUR,6,MALEKAR SATISH MURLIDHAR,Vanchit Bahujan  Aaghadi,5030,45,5075,2.31
1161,72,BALLARPUR,7,SANJAY SHANKAR KANNAWAR,Rashtriya Samaj Paksha,297,1,298,0.14
1162,72,BALLARPUR,8,DR. ABHILASHA GAOTURE (BEHERE),Independent,20646,289,20935,9.53
1163,72,BALLARPUR,9,ARUN DEVIDAS KAMBLE,Independent,233,2,235,0.11
1164,72,BALLARPUR,10,KISHOR BANDU UIKE,Independent,222,1,223,0.1
1165,72,BALLARPUR,11,KUNAL PURUSHOTTAM GAIKWAD,Independent,152,2,154,0.07
1166,72,BALLARPUR,12,GAWTURE CHHAYA BANDU,Independent,283,7,290,0.13
1167,72,BALLARPUR,13,NISHA SHITALKUMAR DHONGADE,Independent,227,1,228,0.1
1168,72,BALLARPUR,14,PRAKASH MURLIDHAR PATIL,Independent,321,1,322,0.15
1169,72,BALLARPUR,15,RABANI YAQUB SYED,Independent,412,2,414,0.19
1170,72,BALLARPUR,16,RAJU DEVIDAS JAMBHULE,Independent,990,0,990,0.45
1171,72,BALLARPUR,17,RAWAT SACHIN,Independent,1000,1,1001,0.46
1172,72,BALLARPUR,18,VIRENDRA BHIMRAO KAMBLE,Independent,777,0,777,0.35
1173,72,BALLARPUR,19,SAYYAD AFZAL ALI,Independent,280,2,282,0.13
1174,72,BALLARPUR,20,SANJAY NILKHANTH GAWANDE,Independent,128,0,128,0.06
1175,72,BALLARPUR,21,NOTA,None of the Above,715,13,728,0.33
1176,73,BRAHMAPURI,1,KEVALRAM VASUDEV PARDHI,Bahujan Samaj Party,1766,42,1808,0.81
1177,73,BRAHMAPURI,2,KRISHNALAL BAJIRAO SAHARE,Bharatiya Janata Party,99415,810,100225,44.7
1178,73,BRAHMAPURI,3,VIJAY NAMDEORAO WADETTIWAR,Indian National Congress,112980,1216,114196,50.93
1179,73,BRAHMAPURI,4,CHAKRADHAR PUNIRAM MESHRAM,Jan Janwadi Party,904,1,905,0.4
1180,73,BRAHMAPURI,5,DANGE PRASHANT CHARANDAS,Republican Paksha (Khoripa),276,9,285,0.13
1181,73,BRAHMAPURI,6,ADV. NARAYANRAO DINBAJI JAMBHULE,Swabhimani Paksha,135,14,149,0.07
1182,73,BRAHMAPURI,7,MENDHE GOPAL SONBA,Bahujan Republican  Socialist Party,152,4,156,0.07
1183,73,BRAHMAPURI,8,RAMESH SITARAM SAMARTH,Republican Party of India (A),91,1,92,0.04
1184,73,BRAHMAPURI,9,DR. RAHUL KALIDAS MESHRAM,Vanchit Bahujan  Aaghadi,3919,86,4005,1.79
1185,73,BRAHMAPURI,10,SUDHIR MAHADEO TONGE,Rashtriya Samaj Paksha,266,5,271,0.12
1186,73,BRAHMAPURI,11,GURUDEV DOPAJI BHOPAYE,Independent,225,1,226,0.1
1187,73,BRAHMAPURI,12,RAMESH AANANDRAO MADAVI,Independent,532,5,537,0.24
1188,73,BRAHMAPURI,13,SHRIRAME SUDHAKAR MADHUKAR,Independent,348,4,352,0.16
1189,73,BRAHMAPURI,14,NOTA,None of the Above,1021,13,1034,0.46
1190,74,CHIMUR,1,BANTI BHANGDIYA,Bharatiya Janata Party,115863,632,116495,50.25
1191,74,CHIMUR,2,SATISH MANOHAR WARJUKAR,Indian National Congress,105692,950,106642,46
1192,74,CHIMUR,3,AMIT HARIDAS BHIMTE,Aazad Samaj Party (Kanshi Ram),1034,5,1039,0.45
1193,74,CHIMUR,4,ARVIND ATMARAM SADEKAR,Vanchit Bahujan  Aaghadi,3894,62,3956,1.71
1194,74,CHIMUR,5,ADV. NARAYANRAO DINBAJI JAMBHULE,Swabhimani Paksha,170,6,176,0.08
1195,74,CHIMUR,6,NIKESH PRALHAD RAMTEKE,Bahujan Republican  Socialist Party,335,7,342,0.15
1196,74,CHIMUR,7,ANIL AMBADAS DHONGADE,Independent,114,5,119,0.05
1197,74,CHIMUR,8,KESHAV SITARAM RAMTEKE,Independent,90,3,93,0.04
1198,74,CHIMUR,9,KAILAS SHRIHRI BORKAR,Independent,78,0,78,0.03
1199,74,CHIMUR,10,JITENDRA MURLIDHAR THOMBARE,Independent,113,2,115,0.05
1200,74,CHIMUR,11,MANOJSINGH GOND MADAVI,Independent,155,3,158,0.07
1201,74,CHIMUR,12,RAMESH BABURAO PACHARE,Independent,294,0,294,0.13
1202,74,CHIMUR,13,HEMANT GAJANAN DANDEKAR,Independent,588,0,588,0.25
1203,74,CHIMUR,14,NOTA,None of the Above,1712,13,1725,0.74
1204,75,WARORA,1,KARAN SANJAY DEOTALE,Bharatiya Janata Party,64597,573,65170,32.86
1205,75,WARORA,2,KAKDE PRAVIN SURESH,Indian National Congress,24706,342,25048,12.63
1206,75,WARORA,3,PRAVIN DHONDUJI SOOR,Maharashtra Navnirman sena,2051,20,2071,1.04
1207,75,WARORA,4,SAGAR ANIL WARGHANE,Bahujan Samaj Party,1240,18,1258,0.63
1208,75,WARORA,5,ANIL NARAYAN DHANORKAR,Vanchit Bahujan  Aaghadi,8962,161,9123,4.6
1209,75,WARORA,6,AHETESHAM SADAKAT ALI,Prahar Janshakti Party,20617,106,20723,10.45
1210,75,WARORA,7,PROF. DR. JAYVANT KAKDE,Bahujan Republican  Socialist Party,541,5,546,0.28
1211,75,WARORA,8,BARKE SEWAKDAS KAWDUJI,Peoples Party of India (Democratic),243,2,245,0.12
1212,75,WARORA,9,ATUL ISHWAR WANKAR,Independent,377,3,380,0.19
1213,75,WARORA,10,DR. CHETAN  GAJANAN KHUTEMATE,Independent,5096,55,5151,2.6
1214,75,WARORA,11,TARA MAHADEORAO KALE,Independent,487,4,491,0.25
1215,75,WARORA,12,PRAVIN MANOHAR KHAIRE,Independent,631,2,633,0.32
